3.997855670289916816e+03 -2.105571911670267582e-04 -4.322741733631119132e-05 1.433910336345434189e-03 7.932228618301451206e-04 3.401712747290730476e-04 1.100407564081251621e-03 6.854574894532561302e-04 1.372128375805914402e-03 2.178816357627511024e-03 2.466884674504399300e-03 2.482010517269372940e-03 2.126396866515278816e-03 2.586967544630169868e-03 1.959217479452490807e-03 1.564281294122338295e-03 7.378069567494094372e-04 -6.743751000612974167e-04 8.600062574259936810e-04 -1.573838380863890052e-05 -9.326529689133167267e-04 -1.172809628769755363e-03 3.396013344172388315e-04 5.324382218532264233e-04 -7.801749161444604397e-04 6.803365249652415514e-05 3.033859538845717907e-04 -3.018199095095042139e-05 2.915997756645083427e-04 -1.183548942208290100e-03 -1.519240613561123610e-04 -2.045545115834102035e-04 2.113844820996746421e-04
3.995927134028320324e+03 1.671260833973065019e-04 1.705918839434161782e-05 1.409341930411756039e-03 8.756467141211032867e-04 5.313496803864836693e-04 1.232625334523618221e-03 1.094464678317308426e-03 1.590157509781420231e-03 1.977029955014586449e-03 2.036999445408582687e-03 2.326092682778835297e-03 2.064334228634834290e-03 2.250991296023130417e-03 1.587299630045890808e-03 9.232718730345368385e-04 7.967498386278748512e-04 -6.729830056428909302e-05 4.013402503915131092e-04 1.607816229807212949e-04 -6.984627107158303261e-04 -1.744055072776973248e-03 4.239860863890498877e-04 2.059717080555856228e-04 -8.549997000955045223e-04 1.040481729432940483e-04 4.413210554048418999e-04 -1.698086271062493324e-05 -2.982074802275747061e-04 -1.120812725275754929e-03 -1.702962763374671340e-04 -4.187882877886295319e-04 4.401550104375928640e-04
3.993998597766723378e+03 7.357066497206687927e-04 3.430026117712259293e-05 1.317521324381232262e-03 1.274162670597434044e-03 6.929244846105575562e-04 1.312795793637633324e-03 1.554123475216329098e-03 1.777546363882720470e-03 2.127411542460322380e-03 1.991488272324204445e-03 2.303035231307148933e-03 1.839854056015610695e-03 1.996689476072788239e-03 1.478168182075023651e-03 6.201267242431640625e-04 1.073263003490865231e-03 2.780266222544014454e-04 1.103141185012646019e-04 5.190446972846984863e-05 -8.237898582592606544e-04 -1.418767962604761124e-03 2.882841508835554123e-04 2.552847727201879025e-04 -4.124781698919832706e-04 1.290089421672746539e-04 3.488758520688861609e-04 -3.389221383258700371e-04 -5.695318686775863171e-04 -9.208741248585283756e-04 -1.289102056034607813e-05 -5.313208675943315029e-04 8.147078187903389335e-05
3.992070061505126887e+03 1.195998047478497028e-03 5.234458149061538279e-05 1.404407666996121407e-03 1.656517852097749710e-03 6.968913949094712734e-04 1.364909345284104347e-03 1.648254808969795704e-03 1.851474284194409847e-03 2.410890534520149231e-03 2.173508983105421066e-03 2.246307441964745522e-03 1.813312992453575134e-03 1.939949579536914825e-03 1.718912040814757347e-03 8.643377805128693581e-04 1.192519674077630043e-03 4.738162679132074118e-04 2.018280065385624766e-04 1.708477270767616574e-06 -1.091636018827557564e-03 -4.460449563339352608e-04 -1.237331616721348837e-05 2.670440881047397852e-04 -1.451960124541074038e-04 -9.597456664778292179e-05 3.815973468590527773e-04 -6.607800023630261421e-04 -4.991568857803940773e-04 -9.379223338328301907e-04 1.132917750510387123e-04 -5.969341727904975414e-04 -6.227320991456508636e-04
3.990141525243529941e+03 1.253393478691577911e-03 2.237641747342422605e-04 1.777260447852313519e-03 1.686765346676111221e-03 6.716905627399682999e-04 1.437364611774682999e-03 1.477337093092501163e-03 1.910386490635573864e-03 2.399046905338764191e-03 2.270819153636693954e-03 1.862679026089608669e-03 1.821553334593772888e-03 1.949804485775530338e-03 1.930198981426656246e-03 1.024817000143229961e-03 8.330323034897446632e-04 6.461541634052991867e-04 6.001924048177897930e-04 2.020610991166904569e-04 -9.740829700604081154e-04 1.063266900018788874e-04 -4.223571158945560455e-04 -2.250460674986243248e-04 -4.061162180732935667e-04 -2.251495461678132415e-04 6.679053767584264278e-04 -4.285119357518851757e-04 -1.335510605713352561e-04 -1.312091248109936714e-03 2.400292432866990566e-04 -4.274775274097919464e-04 -9.970176033675670624e-04
3.988212988981933449e+03 1.113695092499256134e-03 6.491873064078390598e-04 2.228457946330308914e-03 1.875859801657497883e-03 8.401906234212219715e-04 1.692456426098942757e-03 1.616788795217871666e-03 2.203662414103746414e-03 2.230643527582287788e-03 2.409380627796053886e-03 1.511104754172265530e-03 1.727956230752170086e-03 1.774245407432317734e-03 1.970996847376227379e-03 1.001205760985612869e-03 3.674254985526204109e-04 4.792064719367772341e-04 8.931034826673567295e-04 3.999411128461360931e-04 -6.893137469887733459e-04 1.040222778101451695e-04 -7.918542250990867615e-04 -7.585209095850586891e-04 -4.334253899287432432e-04 -1.204565924126654863e-04 8.585797040723264217e-04 8.576868276577442884e-05 3.266743151471018791e-04 -1.575767761096358299e-03 3.485390625428408384e-04 2.330880233785137534e-04 -9.567262604832649231e-04
3.986284452720336958e+03 1.059898990206420422e-03 1.084992545656859875e-03 2.402118407189846039e-03 2.291481010615825653e-03 1.043577212840318680e-03 2.119841752573847771e-03 1.998197752982378006e-03 2.475085435435175896e-03 2.223358256742358208e-03 2.691715490072965622e-03 1.700564520433545113e-03 1.653451705351471901e-03 1.694561447948217392e-03 2.042357111349701881e-03 1.272604917176067829e-03 3.767006273847073317e-04 1.612995256436988711e-04 8.599543361924588680e-04 4.764854384120553732e-04 -7.757822168059647083e-04 2.215368440374732018e-04 -8.655402925796806812e-04 -9.504239424131810665e-04 8.723658538656309247e-06 3.277287396485917270e-05 8.408908615820109844e-04 3.727366565726697445e-04 5.012343754060566425e-04 -1.257117022760212421e-03 2.599729050416499376e-04 1.003281446173787117e-03 -5.879381205886602402e-04
3.984355916458740012e+03 9.270333102904260159e-04 1.404823153279721737e-03 2.161021577194333076e-03 2.231320133432745934e-03 9.919173317030072212e-04 2.360759535804390907e-03 2.149262931197881699e-03 2.363700419664382935e-03 2.313548931851983070e-03 2.911528805270791054e-03 2.231450285762548447e-03 1.648358651436865330e-03 2.028208924457430840e-03 2.158420160412788391e-03 1.649787882342934608e-03 7.363289478234946728e-04 1.501645747339352965e-04 6.387657485902309418e-04 2.369989233557134867e-04 -1.033121719956398010e-03 5.027116276323795319e-04 -9.522319887764751911e-04 -9.587925742380321026e-04 9.275932825403288007e-05 2.853570913430303335e-04 5.728199030272662640e-04 3.394717932678759098e-04 2.547149488236755133e-04 -6.694126641377806664e-04 1.491287839598953724e-04 1.132147619500756264e-03 -9.442174632567912340e-05
3.982427380197143520e+03 6.456097471527755260e-04 1.663170056417584419e-03 1.777052530087530613e-03 1.822177204303443432e-03 7.255941163748502731e-04 2.158134011551737785e-03 2.127697691321372986e-03 2.244694158434867859e-03 2.512992359697818756e-03 2.893287222832441330e-03 2.552777528762817383e-03 1.702487585134804249e-03 2.461600117385387421e-03 2.416122471913695335e-03 1.696302555501461029e-03 1.179411541670560837e-03 1.410755503457039595e-04 3.968837554566562176e-04 -1.801289763534441590e-04 -9.732564794830977917e-04 4.127925785724073648e-04 -1.246637548319995403e-03 -8.124731248244643211e-04 -3.939610032830387354e-04 4.928118432871997356e-04 -6.170776759972795844e-05 1.265749451704323292e-04 3.222922532586380839e-05 -2.774089516606181860e-04 4.835768049815669656e-05 7.923670927993953228e-04 1.246070460183545947e-04
3.980498843935546574e+03 5.100977141410112381e-04 1.525417901575565338e-03 1.494843978434801102e-03 1.669692457653582096e-03 3.590573323890566826e-04 1.640043803490698338e-03 1.957501284778118134e-03 2.230825833976268768e-03 2.715992042794823647e-03 2.687521977350115776e-03 2.518147695809602737e-03 1.713012694381177425e-03 2.503515454009175301e-03 2.623269567266106606e-03 1.558591844514012337e-03 1.557968324050307274e-03 -1.421424676664173603e-04 5.104605224914848804e-04 -3.991432822658680379e-05 -5.355092580430209637e-04 5.519239130080677569e-05 -1.257220283150672913e-03 -4.189434694126248360e-04 -6.614003214053809643e-04 2.813162573147565126e-04 -7.882367935962975025e-04 1.361623253615107387e-05 5.172324381419457495e-05 -1.330334926024079323e-04 -3.440952568780630827e-04 6.881798035465180874e-04 2.192596912209410220e-05
3.978570307673950083e+03 6.414618692360818386e-04 9.964577620849013329e-04 1.290389220230281353e-03 1.710465876385569572e-03 4.196318332105875015e-05 1.176815945655107498e-03 1.511182752437889576e-03 1.994583057239651680e-03 2.570692449808120728e-03 2.515856409445405006e-03 2.483963035047054291e-03 1.584571669809520245e-03 2.381217200309038162e-03 2.451733686029911041e-03 1.636691857129335403e-03 1.591430627740919590e-03 -2.319798513781279325e-04 1.046068267896771431e-03 4.838711174670606852e-04 -3.411636498640291393e-05 -8.469063322991132736e-05 -8.801106596365571022e-04 3.952967381337657571e-05 -5.045349826104938984e-04 -2.419663796899840236e-04 -1.039164606481790543e-03 1.329965743934735656e-04 8.009857265278697014e-05 -1.375362480757758021e-04 -6.442378507927060127e-04 6.764868739992380142e-04 -1.692094956524670124e-04
3.976641771412353137e+03 6.418247940018773079e-04 3.949146193917840719e-04 9.911649394780397415e-04 1.539185992442071438e-03 -1.507854758528992534e-04 7.687166216783225536e-04 9.912427049130201340e-04 1.575842266902327538e-03 2.263012807816267014e-03 2.598138991743326187e-03 2.766606863588094711e-03 1.448974129743874073e-03 2.635067328810691833e-03 2.332286676391959190e-03 1.762107363902032375e-03 1.242048805579543114e-03 -1.028068945743143559e-04 1.152755226939916611e-03 5.311423446983098984e-04 1.728491188259795308e-04 -2.433212830510456115e-05 -4.758339491672813892e-04 2.697637828532606363e-04 -5.102232098579406738e-04 -5.551578942686319351e-04 -6.265577394515275955e-04 3.880745789501816034e-04 1.305625628447160125e-04 -2.162493037758395076e-04 -5.227371584624052048e-04 5.006901337765157223e-04 -2.553159138187766075e-04
3.974713235150756645e+03 3.333320782985538244e-04 -6.864416354801505804e-05 7.213676581159234047e-04 1.195530756376683712e-03 -3.736843355000019073e-04 3.708971780724823475e-04 7.513944874517619610e-04 1.212818664498627186e-03 2.263975562527775764e-03 2.832469763234257698e-03 3.038538387045264244e-03 1.347277895547449589e-03 2.903215819969773293e-03 2.603477565571665764e-03 1.500246813520789146e-03 7.278499542735517025e-04 -6.429598579416051507e-05 4.624400753527879715e-04 3.164417867083102465e-04 2.925124363173381425e-06 5.319892443367280066e-05 -1.452995202271267772e-04 3.324512799736112356e-04 -6.994447903707623482e-04 -6.103244959376752377e-04 -1.966370618902146816e-04 6.199193303473293781e-04 1.823531492846086621e-04 -5.269773537293076515e-04 -4.875214362982660532e-04 4.175083304289728403e-04 -2.380338992225006223e-04
3.972784698889160154e+03 3.020130388904362917e-04 -5.021848664910066873e-06 9.354903013445436954e-04 1.140452804975211620e-03 -4.259258857928216457e-04 4.288833297323435545e-04 9.922286262735724449e-04 1.131913973949849606e-03 2.509399317204952240e-03 3.001158824190497398e-03 2.797322580590844154e-03 1.216946053318679333e-03 2.702368889003992081e-03 2.902199514210224152e-03 1.033561304211616516e-03 5.161103326827287674e-04 1.925307296914979815e-04 -1.987069990718737245e-04 3.927382349502295256e-04 -1.738671271596103907e-04 9.713501640362665057e-05 1.235454110428690910e-04 5.395915359258651733e-04 -4.755753907375037670e-04 -5.112574435770511627e-04 -2.531427599024027586e-04 5.700723850168287754e-04 1.035562163451686502e-04 -1.069635967724025249e-03 -6.416013929992914200e-04 3.608967526815831661e-04 -2.295996091561391950e-04
3.970856162627563208e+03 8.068640017881989479e-04 3.148356918245553970e-04 1.343564712442457676e-03 1.346083357930183411e-03 -4.151910979999229312e-05 8.874746854417026043e-04 1.502065104432404041e-03 1.269697211682796478e-03 2.589832060039043427e-03 3.129106946289539337e-03 2.399827819317579269e-03 1.230652444064617157e-03 2.567307325080037117e-03 3.171869087964296341e-03 7.775594713166356087e-04 9.776217630133032799e-04 4.947814159095287323e-04 -3.388703917153179646e-04 4.783772164955735207e-04 -1.733496173983439803e-04 -9.002206934383139014e-05 2.744261873885989189e-04 8.939853869378566742e-04 1.713212404865771532e-04 -2.159905707230791450e-04 -2.856353530660271645e-04 3.007437335327267647e-04 1.525469124317169189e-04 -1.522271428257226944e-03 -5.643614567816257477e-04 2.268721000291407108e-04 -1.495433825766667724e-04
3.968927626365966717e+03 1.220372621901333332e-03 3.953291743528097868e-04 1.309706130996346474e-03 1.583714270964264870e-03 5.182355525903403759e-04 1.140115433372557163e-03 1.927650882862508297e-03 1.412951853126287460e-03 2.401858102530241013e-03 3.129106946289539337e-03 2.534238388761878014e-03 1.439987798221409321e-03 2.816602354869246483e-03 3.468059701845049858e-03 8.016772335395216942e-04 1.617490313947200775e-03 1.607557205716148019e-04 -2.232867263955995440e-04 4.058485792484134436e-04 -3.512340772431343794e-04 -5.259431200101971626e-04 1.663492002990096807e-04 9.620035998523235321e-04 6.614239537157118320e-04 -9.152314305538311601e-05 1.467759193474194035e-05 6.484919140348210931e-05 2.193613181589171290e-04 -1.728688599541783333e-03 -2.554711245466023684e-04 2.725094091147184372e-04 -1.827510823204647750e-05
3.966999090104369770e+03 1.031433581374585629e-03 3.279695811215788126e-04 1.005435013212263584e-03 1.793505856767296791e-03 8.690065587870776653e-04 1.119041233323514462e-03 2.069302136078476906e-03 1.546511775813996792e-03 2.288748510181903839e-03 2.909079194068908691e-03 2.987969899550080299e-03 1.560384407639503479e-03 2.891958225518465042e-03 3.342985641211271286e-03 8.247329387813806534e-04 1.777052530087530613e-03 -5.128087941557168961e-04 -2.433274175928090699e-06 5.927788442932069302e-04 -5.562954465858638287e-04 -6.905542686581611633e-04 -1.494916214141994715e-04 5.286023952066898346e-04 8.201943128369748592e-04 -1.126928837038576603e-04 3.562075435183942318e-04 -1.286342157982289791e-04 -4.685107705881819129e-05 -1.645297976210713387e-03 6.601423956453800201e-05 4.861516354139894247e-04 1.527799759060144424e-04
3.965070553842773279e+03 3.055359993595629930e-04 5.697875531041063368e-05 7.511351723223924637e-04 1.655478496104478836e-03 7.071847212500870228e-04 1.019809278659522533e-03 1.711349468678236008e-03 1.443000510334968567e-03 2.303607761859893799e-03 2.689814195036888123e-03 2.883280627429485321e-03 1.392098143696784973e-03 2.406933810561895370e-03 2.731959801167249680e-03 5.296909366734325886e-04 1.361273927614092827e-03 -8.338144398294389248e-04 1.955089537659659982e-04 1.072354731149971485e-03 -2.927233872469514608e-04 -2.679923782125115395e-04 -4.015128070022910833e-04 -2.572989069449249655e-05 8.156817057169973850e-04 1.225096784764900804e-04 5.913791246712207794e-04 -1.470074203098192811e-04 -1.911516883410513401e-04 -1.283804886043071747e-03 3.860536671709269285e-04 4.470217972993850708e-04 5.025042919442057610e-04
